0,1
0,1
0,133333
0,1
0,08
0,1
0,114286
0,1
0,0888889
0,09
0,0909091
0,0833333
0,0923077
0,0857143
0,0866667
0,0875
0,1
0,0944444
0,1
0,105
0,109524
0,113636
0,108696
0,104167
0,108
0,115385
0,111111
0,107143
0,106897
0,106667
0,103226
0,103125
0,10303
0,1
0,0971429
0,1
0,0972973
0,1
0,102564
0,1025
0,107317
0,107143
0,104651
0,104545
0,104444
0,102174
0,102128
0,102083
0,1
0,098
0,0960784
0,0942308
0,0943396
0,0925926
0,0927273
0,0946429
0,0964912
0,0965517
0,0966102
0,0983333
0,0983607
0,1
0,0984127
0,0984375
0,0969231
0,0969697
0,0955224
0,0941176
0,0956522
0,0957143
0,0957746
0,0958333
0,0972603
0,0986486
0,0986667
0,1
0,1
0,101282
0,101266
0,1025
0,101235
0,10122
0,1
0,0988095
0,1
0,0988372
0,101149
0,1
0,101124
0,101111
0,102198
0,101087
0,1
0,1
0,0989474
0,0989583
0,0989691
0,0979592
0,0969697
0,096
0,0960396
0,0960784
0,0951456
0,0942308
0,0942857
0,0943396
0,0962617
0,0962963
0,0963303
0,0963636
0,0954955
0,0955357
0,0955752
0,095614
0,0947826
0,0939655
0,0931624
0,0932203
0,0932773
0,0933333
0,0933884
0,0934426
0,0943089
0,0951613
0,0944
0,0944444
0,0944882
0,0945312
0,0953488
0,0953846
0,0946565
0,0954545
0,0962406
0,0955224
0,0955556
0,0955882
0,0956204
0,0956522
0,094964
0,0942857
0,093617
0,093662
0,093007
0,0930556
0,0931034
0,0924658
0,0931973
0,0945946
0,0946309
0,0946667
0,0953642
0,0953947
0,0954248
0,0954545
0,0954839
0,0961538
0,0955414
0,0949367
0,0949686
0,094375
0,0968944
0,0969136
0,097546
0,0987805
0,1
0,1
0,0994012
0,0994048
0,0994083
0,1
0,0994152
0,0988372
0,1
0,100575
0,101714
0,101136
0,100565
0,100562
0,100559
0,1
0,1
0,100549
0,100546
0,1
0,0994595
0,0989247
0,0994652
0,0994681
0,1
0,1
0,1
0,0994792
0,0994819
0,0994845
0,0989744
0,0989796
0,1
0,1
0,1
0,1005
0,100498
0,100495
0,100493
0,10049
0,101463
0,100971
0,100966
0,100962
0,101914
0,102857
0,10237
0,101887
0,101878
0,101402
0,10186
0,101852
0,101382
0,100917
0,100457
0,1
0,100452
0,1
0,0995516
0,0991071
0,1
0,1
0,0995595
0,100877
0,101747
0,102174
0,102165
0,102155
0,101717
0,101709
0,101277
0,100847
0,100844
0,10084
0,100837
0,10125
0,10083
0,101653
0,102469
0,102049
0,102041
0,101626
0,101215
0,100806
0,101205
0,1008
0,101594
0,10119
0,101186
0,100787
0,102353
0,103125
0,103113
0,103488
0,103861
0,103462
0,103448
0,103435
0,104183
0,104545
0,104151
0,103759
0,103371
0,103358
0,103717
0,103333
0,10369
0,103309
0,10293
0,102555
0,102182
0,102899
0,103249
0,103237
0,102867
0,103214
0,103203
0,103901
0,104594
0,104225
0,104912
0,104895
0,105226
0,105903
0,105536
0,105862
0,105498
0,105822
0,105802
0,105442
0,105763
0,105743
0,105387
0,106376
0,106355
0,106667
0,106645
0,106291
0,106271
0,105921
0,105902
0,106209
0,106189
0,106169
0,106149
0,106774
0,106431
0,10609
0,10607
0,106369
0,106349
0,106962
0,106625
0,106289
0,10627
0,106563
0,106231
0,105901
0,106502
0,106481
0,106769
0,106748
0,106422
0,106402
0,106687
0,10697
0,106647
0,106325
0,106907
0,106587
0,106567
0,10625
0,106231
0,106213
0,1059
0,106176
0,106745
0,106433
0,106122
0,106686
0,107246
0,107225
0,106916
0,106897
0,107163
0,107143
0,107123
0,107386
0,107082
0,107062
0,106761
0,106461
0,106162
0,106425
0,106128
0,106389
0,106094
0,106354
0,106612
0,106868
0,106575
0,106831
0,106812
0,106522
0,106504
0,106486
0,106199
0,10672
0,106971
0,106952
0,106933
0,106649
0,107162
0,106878
0,10686
0,107105
0,107874
0,108115
0,108355
0,108333
0,108571
0,108808
0,108786
0,108505
0,108226
0,107949
0,107673
0,108673
0,108651
0,108629
0,108354
0,108333
0,108564
0,108543
0,108521
0,10875
0,108978
0,109204
0,109429
0,110149
0,109877
0,110345
0,110811
0,111275
0,111491
0,111463
0,111436
0,111165
0,110896
0,11087
0,111325
0,111058
0,111271
0,111244
0,111217
0,110952
0,111164
0,111611
0,111584
0,111557
0,111765
0,111972
0,112412
0,112383
0,112354
0,112093
0,111833
0,111806
0,112471
0,112212
0,112184
0,112156
0,112357
0,1121
0,112073
0,112273
0,112245
0,112217
0,11219
0,112387
0,11236
0,112108
0,111857
0,11183
0,111804
0,111556
0,111973
0,112389
0,112362
0,112555
0,112527
0,1125
0,112254
0,112445
0,112418
0,112609
0,112798
0,112771
0,112527
0,112284
0,112043
0,112232
0,112206
0,111966
0,11194
0,111702
0,111677
0,112076
0,112051
0,111814
0,111789
0,111765
0,11153
0,111925
0,111691
0,111458
0,11185
0,112241
0,112008
0,111983
0,111959
0,111934
0,11191
0,11168
0,111656
0,111633
0,111405
0,111382
0,111562
0,111741
0,111515
0,11129
0,111268
0,111245
0,111022
0,1108
0,110579
0,110558
0,110537
0,110317
0,110297
0,110079
0,110059
0,110039
0,109823
0,109804
0,109785
0,10957
0,109552
0,109728
0,109903
0,10969
0,109671
0,109653
0,109634
0,109423
0,109405
0,109195
0,109178
0,10916
0,108952
0,109125
0,109108
0,108902
0,108696
0,109057
0,108851
0,108835
0,10863
0,108614
0,108598
0,108769
0,108566
0,108736
0,108905
0,108704
0,108688
0,108856
0,108656
0,108456
0,10844
0,108608
0,108958
0,108942
0,108925
0,108727
0,10853
0,108333
0,108137
0,107942
0,107928
0,107734
0,10754
0,107527
0,107513
0,1075
0,107487
0,107473
0,107282
0,10727
0,107434
0,10742
0,107584
0,10757
0,107381
0,107193
0,107005
0,106818
0,106632
0,106446
0,106261
0,106424
0,106586
0,106574
0,10639
0,106552
0,10654
0,106529
0,106346
0,106678
0,106667
0,106485
0,106474
0,106463
0,106452
0,106441
0,10643
0,106419
0,106745
0,106734
0,107059
0,106879
0,1067
0,106689
0,106678
0,106667
0,106489
0,107143
0,107297
0,10745
0,107603
0,107426
0,107743
0,10773
0,107882
0,108033
0,108183
0,108007
0,108157
0,108469
0,108455
0,108279
0,108266
0,108091
0,108078
0,108065
0,108213
0,10836
0,108347
0,108173
0,108
0,108147
0,108134
0,108121
0,107949
0,107778
0,108082
0,10807
0,108057
0,10836
0,108346
0,108333
0,10832
0,108307
0,108138
0,108281
0,10858
0,108723
0,108865
0,109006
0,108837
0,108824
0,108655
0,108488
0,10832
0,108308
0,108295
0,108436
0,108423
0,108257
0,108092
0,108384
0,108219
0,108055
0,108346
0,108333
0,108169
0,108308
0,108296
0,108133
0,10812
0,108258
0,108096
0,107934
0,107773
0,107761
0,107601
0,107738
0,107727
0,107864
0,108
0,107988
0,107829
0,107817
0,108395
0,108382
0,108517
0,108358
0,108492
0,108333
0,108467
0,108601
0,108443
0,108285
0,108418
0,108551
0,108394
0,108671
0,108658
0,109078
0,109065
0,109052
0,109039
0,109456
0,109442
0,109286
0,10913
0,109259
0,109246
0,109091
0,109362
0,109348
0,109194
0,109181
0,109168
0,109014
0,108861
0,108848
0,108836
0,109104
0,109231
0,109358
0,109205
0,109192
0,10904
0,109167
0,109293
0,109141
0,10899
0,109116
0,108966
0,109091
0,109354
0,109203
0,109191
0,109178
0,109166
0,109563
0,109413
0,109264
0,109524
0,109375
0,109498
0,109621
0,109743
0,10973
0,109852
0,109704
0,10969
0,109543
0,109396
0,109383
0,109371
0,109626
0,109613
0,1096
0,109854
0,109973
0,109827
0,109814
0,109669
0,109656
0,109643
0,109499
0,109618
0,109605
0,109461
0,109318
0,109305
0,109293
0,109412
0,109399
0,109387
0,109245
0,109233
0,109221
0,109339
0,109197
0,109185
0,109173
0,109032
0,109149
0,109138
0,109254
0,109243
0,109359
0,109219
0,109335
0,109323
0,109184
0,109299
0,109415
0,109276
0,109137
0,108999
0,109114
0,109355
0,10947
0,109458
0,10932
0,109686
0,109673
0,109661
0,109649
0,109762
